"","Symbol","ISIN","Description","Region","Classification","Curr","Type","Start"
"1466","DJP1UTIT","","DJS Ap600 Util USD (Return)","Asia/Pacific","Supersector","USD","Return","12-Nov-03"
"1467","EE330L","CH0042345089","DJSEE Aut&Prt [3300] USD (Price)","Eastern Europe","Supersector","USD","Price","07-Oct-08"
"1468","EE330P","CH0042345097","DJSEE Aut&Prt [3300] EUR (Price)","Eastern Europe","Supersector","EUR","Price","07-Oct-08"
"1469","EE330R","CH0042345105","DJSEE Aut&Prt [3300] EUR (Return)","Eastern Europe","Supersector","EUR","Return","07-Oct-08"
"1470","EE330V","CH0042345113","DJSEE Aut&Prt [3300] USD (Return)","Eastern Europe","Supersector","USD","Return","07-Oct-08"
"1471","EE830L","CH0042345121","DJSEE Banks [8300] USD (Price)","Eastern Europe","Supersector","USD","Price","07-Oct-08"
"1472","EE830P","CH0042345147","DJSEE Banks [8300] EUR (Price)","Eastern Europe","Supersector","EUR","Price","07-Oct-08"
"1473","EE830R","CH0042345154","DJSEE Banks [8300] EUR (Return)","Eastern Europe","Supersector","EUR","Return","07-Oct-08"
"1474","EE830V","CH0042345162","DJSEE Banks [8300] USD (Return)","Eastern Europe","Supersector","USD","Return","07-Oct-08"
"1475","EE170L","CH0042345170","DJSEE Bas Res [1700] USD (Price)","Eastern Europe","Supersector","USD","Price","07-Oct-08"
"1476","EE170P","CH0042345188","DJSEE Bas Res [1700] EUR (Price)","Eastern Europe","Supersector","EUR","Price","07-Oct-08"
"1477","EE170R","CH0042345196","DJSEE Bas Res [1700] EUR (Return)","Eastern Europe","Supersector","EUR","Return","07-Oct-08"
"1478","EE170V","CH0042345204","DJSEE Bas Res [1700] USD (Return)","Eastern Europe","Supersector","USD","Return","07-Oct-08"
"1479","EE130L","CH0042345220","DJSEE Chem [1300] USD (Price)","Eastern Europe","Supersector","USD","Price","07-Oct-08"
"1480","EE130P","CH0042345238","DJSEE Chem [1300] EUR (Price)","Eastern Europe","Supersector","EUR","Price","07-Oct-08"
"1481","EE130R","CH0042345246","DJSEE Chem [1300] EUR (Return)","Eastern Europe","Supersector","EUR","Return","07-Oct-08"
"1482","EE130V","CH0042345253","DJSEE Chem [1300] USD (Return)","Eastern Europe","Supersector","USD","Return","07-Oct-08"
"1483","EE230L","CH0042345261","DJSEE Cns&Mat [2300] USD (Price)","Eastern Europe","Supersector","USD","Price","07-Oct-08"
